Event	Actor	Target	Self-impact score (S)	Other-impact score (O)	Type	Explanation
Rachel realizes in “Duets” that her desire to win made her unkind	Rachel	Herself	75	70	Intelligent	Self-awareness enables behavioral change that improves both her growth and group climate.
Rachel spends an episode doing things for others, including trying to lose	Rachel	Other glee members	70	80	Intelligent	She intentionally sacrifices her own win for others’ benefit and personal redemption.
Rachel stuffs ballots to help Kurt win election	Rachel	Kurt	20	15	Stupid	Her cheating backfires, getting her punished and nearly hurting Kurt’s record.
Rachel admits to ballot-stuffing to protect Kurt from suspension	Rachel	Kurt	30	75	Helpless	She takes serious punishment and bans herself from Sectionals to save Kurt’s record.
Rachel develops a crush on teacher Will	Rachel	Will	45	45	Helpless	The crush doesn’t benefit her and risks complications; nothing good comes of it in-story.
Rachel dates Puck partly to make Finn jealous	Rachel	Finn/Puck	55	30	Bandit	She gains attention and short-term ego boosts, but manipulates both boys’ feelings.
Rachel kisses Blaine while they’re drunk	Rachel and Blaine	Each other	50	40	Bandit	Both get a fleeting thrill with minor romantic confusion and awkwardness afterward.
Rachel obsesses over Finn to the point he’s unnerved	Rachel	Finn	40	20	Bandit	Her fixation gratifies her but pressures Finn, damaging his comfort.
Rachel celebrates having dated a guy who turned out gay as “songwriting gold”	Rachel	Herself (career)	65	35	Bandit	She turns a failed relationship into artistic material, helping herself while trivializing Blaine’s experience.
Rachel admits Mercedes may be equally or more talented than her	Rachel	Mercedes	65	70	Intelligent	Her acknowledgment builds respect and eases rivalry, improving both their standing and group harmony.
Rachel quits NYADA after landing Funny Girl	Rachel	NYADA/producer	25	20	Stupid	She abandons a top school, harming her education and long-term prospects with no gain beyond short-term ego.
Rachel lies to her producer to audition for a TV series	Rachel	Funny Girl production	15	10	Stupid	She risks her role and the show’s stability for a speculative opportunity that doesn’t pay off.
Rachel nearly causes a catastrophe by not making it back for the show	Rachel	Production and ticket holders	10	5	Stupid	Her irresponsibility risks the show and disappoints audiences without gaining her anything.
Santana steps in to perform the first act and saves the production	Santana	Production/audience	60	80	Intelligent	She protects the show’s integrity and audience experience, also showcasing her own talent.
Rachel walks out of glee club so often it loses impact	Rachel	Glee club	30	40	Helpless	Her repeated storm-outs reduce her influence and are mostly ignored, while mildly disrupting others.
Artie points out Rachel’s constant storming out lessens its impact	Artie	Rachel and group	65	70	Intelligent	By lampshading the pattern, he nudges her toward self-awareness and helps normalize group reaction.
Rachel quits NYADA believing Broadway career more important	Rachel	Herself/NYADA	20	25	Stupid	The decision later proves unwise, damaging her education and leaving no lasting benefit.
Rachel’s unprofessional behavior leads to Broadway career collapse	Rachel	Producers/industry	5	10	Stupid	Her conduct destroys her own career and reputation and wastes others’ investments.
Rachel’s show is canceled after one episode due to bad writing/performance	Network/critics	Rachel	10	30	Helpless	The cancellation badly hurts her but spares audiences from an awful show.
Rachel has a breakdown and goes into hiding for months	Rachel	Herself/peers	15	40	Helpless	Her retreat damages her own momentum but has little negative impact on others.
Rachel is forced to move back with her dads, finds they’re divorcing	Circumstances	Rachel	20	30	Helpless	This outcome hurts her emotionally and uproots her life with minimal broader benefit.
Mercedes pushes Rachel to audition for another show	Mercy		Rachel	80	75	Intelligent	She helps Rachel regain career footing and confidence, with no real downside to others.
Rachel auditions and is offered the leading role	Rachel	Casting/show	85	75	Intelligent	She earns a top role, reviving her career and contributing her talent to the new production.
Carmen kicks Rachel out of her office when Rachel begs to return	Carmen Tibideaux	Rachel	40	60	Intelligent	Carmen enforces boundaries and standards, momentarily hurting Rachel but upholding institutional integrity.
Carmen later allows Rachel to return to NYADA	Carmen Tibideaux	Rachel	85	80	Intelligent	Rachel gains a second chance; NYADA regains a gifted student who now respects its value.
Rachel chooses NYADA over immediate Broadway stardom	Rachel	Herself/future colleagues	90	80	Intelligent	She sacrifices short-term fame for training and stability that benefit her and future collaborators.
Rachel ultimately wins a Tony Award	Rachel	Theatre community	100	90	Intelligent	Her long-term success crowns her career and adds cultural value to the community.
Rachel kicks the dog by cheating on Finn with Puck for revenge	Rachel	Finn	10	10	Stupid	She gains no lasting benefit, destroys trust, and hurts Finn, leading to breakup.
Rachel is kept out of important loops because she’s a blabbermouth	Others in glee club	Rachel	40	55	Intelligent	They protect plans and privacy, marginally hurting her socially but improving group functioning.
Rachel says “Lonely at the top” when Finn skips the yearbook photo	Rachel	Herself	50	45	Helpless	Her mindset isolates her; the complaint soothes ego but doesn’t change her loneliness.
Rachel suggests Cassandra audition for a role to get back in the game	Rachel	Cassandra July	55	30	Helpless	Her clumsy kindness offends Cassandra, who retaliates by hurting Rachel.
Cassandra retaliates by sleeping with Rachel’s love interest Brody	Cassandra July	Rachel	35	10	Bandit	She gets petty satisfaction and power over Rachel while sabotaging Rachel’s relationship.
Rachel leaves her two fathers to meet her biological mother	Rachel	Herself/biomom	60	60	Intelligent	She satisfies a deep need for identity, with both sides gaining clarity.
After meeting her mother, Rachel decides they’re better off apart	Rachel	Herself/biomom	70	70	Intelligent	She chooses emotional stability over a forced relationship, benefiting them both.
Rachel signs her name with a gold-star sticker and keeps a strict routine	Rachel	Herself	80	55	Intelligent	Her quirks support discipline and self-branding without harming others.
Rachel sneaks onto the set of Wicked with Kurt and squees	Rachel and Kurt	Production	55	45	Bandit	They thrill themselves at minor risk/inconvenience to the show’s staff.
Rachel becomes stalkerish toward Will	Rachel	Will	30	20	Bandit	Her obsession gratifies her infatuation but is intrusive and uncomfortable for him.
Puck dreams of Rachel climbing through his window as a plausible act	Puck	Rachel (in dream)	55	45	Bandit	His fantasy benefits him only; implied behavior from Rachel would be invasive.
Rachel tricks Sunshine into going to a crack house instead of an audition	Rachel	Sunshine	25	0	Bandit	She boosts her own standing by gravely sabotaging Sunshine’s safety and opportunity.
Rachel is largely unapologetic about tricking Sunshine	Rachel	Sunshine/glee club	30	10	Stupid	The lack of remorse damages her relationships and reputation without helping her further.
Rachel turns the other cheek when Quinn slaps her at prom	Rachel	Quinn	70	65	Intelligent	She avoids escalation, preserving social peace and her own dignity.
Rachel forgives others even when they hurt her to get what they want	Rachel	Various others	70	70	Intelligent	Her forgiveness reduces conflict and strengthens her relationships despite some personal risk.
Rachel explicitly stays in glee despite it hurting her popularity	Rachel	Glee club	75	75	Intelligent	She values artistic fulfillment and group loyalty over social status, to mutual benefit.
Rachel acts as unsympathetic comedy protagonist, drawing bullying	Rachel	Others/glee club	45	40	Helpless	Her behavior invites comedic backlash that often hurts her more than it helps anyone.
Rachel sings an angry “Gives You Hell” as a woman scorned	Rachel	Ex/target of song	70	55	Bandit	She vents and empowers herself through performance, mildly targeting and embarrassing her ex.
