Event	Actor	Target	Self-impact score (S)	Other-impact score (O)	Type	Explanation
Holds Hughie’s father hostage to lure Hughie	A-Train	Hughie & his father	50	10	Bandit	Seeks to neutralize a threat by endangering an uninvolved parent, deepening their conflict.
Admits to killing Popclaw during confrontation with Hughie	A-Train	Hughie	45	35	Helpless	Confession briefly advances self-awareness and gives Hughie clarity but undercuts his own facade.
Immediately blames Hughie for Popclaw’s death after admitting it	A-Train	Hughie	55	15	Bandit	Attempts to shift guilt and maintain ego at Hughie’s emotional expense.
Rebrands with “A-Train to Africa”–style activism campaign	A-Train	Public	55	35	Bandit	Chases clout and career security via shallow racial branding that offers little substantive help.
Brings Blue Hawk to the apology meeting at Nathan’s urging	A-Train	Community/Nathan	40	30	Helpless	Intends to address harm but underestimates risk, resulting in greater injury to his own side.
Murder of Supersonic by proxy by informing Homelander	A-Train	Supersonic	70	5	Bandit	Increases personal safety and status by triggering a peer’s brutal execution.
Resumes extreme-calorie diet despite heart issues	A-Train	A-Train	25	50	Helpless	Prior habits persist, worsening physical decline without offering new benefits.
Buys Prince’s guitar on a whim after coma	A-Train	A-Train	20	55	Helpless	Wastes scarce funds on an item he doesn’t use, worsening impending financial collapse.
Ignores accountant’s advice and keeps reckless spending	A-Train	A-Train	10	55	Helpless	Persistently rejects expert guidance, rapidly eroding his wealth for no lasting benefit.
Threatens Starlight with mutual-destruction blackmail	A-Train	Starlight	55	15	Bandit	Attempts to deter her by raising stakes, endangering them both but skewed toward his self-preservation.
Helps Hughie save his father by stealing Compound V	A-Train	Hughie’s father	55	80	Intelligent	Risks himself and his standing to save a life and earn real amends with Hughie.
Accepts Hughie’s offer to bury the hatchet after that favor	A-Train	Hughie	65	75	Intelligent	Surrenders ongoing feud to gain peace and a meaningful redemption step for both.
Carries MM to the hospital and enjoys the kid’s smile	A-Train	MM	70	85	Intelligent	Real heroism helps someone and catalyzes his moral turnaround, giving him healthy pride.
Swerves to avoid killing a woman while fleeing Homelander	A-Train	Pedestrian woman	20	90	Intelligent	Sacrifices his last chance to escape to spare an innocent, affirming his completed redemption.
Mocks Homelander as weak and pathetic before death	A-Train	Homelander	40	45	Helpless	Gains dignity and inflicts psychological damage at the price of guaranteeing his own execution.
