Event	Actor	Target	Self-impact score (S)	Other-impact score (O)	Type	Explanation
He lies to Lisa and goes back to bullying after she tries to reform him	Nelson	Lisa	65	20	Bandit	He preserves his bully identity at the cost of Lisa’s trust and feelings.
He continues bullying after Bart reunites his family	Nelson	Bart	60	25	Bandit	He keeps beating Bart despite Bart helping him, gaining status while betraying reciprocity.
He misleads Skinner with tough talk about beating someone up while discussing huckleberries	Nelson	Skinner	60	60	Intelligent	He protects a “soft” interest by maintaining his tough facade with no clear harm.
He excels at Home Economics while failing other subjects	Nelson	Himself	70	55	Intelligent	Focusing on a strength benefits him and may indirectly benefit others later.
He cheers passionately for Andy Williams, especially “Moon River”	Nelson	Andy Williams / audience	65	70	Intelligent	Fandom gives him joy and contributes to the shared concert atmosphere.
He becomes a reformed bully and friend to Bart in later seasons	Nelson	Bart and other kids	80	80	Intelligent	Reducing bullying and forming friendships benefits everyone.
He joins Jimbo’s Gang of Bullies as a frequent fourth member	Nelson	Jimbo’s gang victims	65	25	Bandit	Being part of a bully group enhances his status while hurting multiple targets.
He smokes and drinks at a young age	Nelson	Himself	5	40	Helpless	Substance use seriously harms him and provides little or no benefit to others.
He often threatens or beats up his own friends when annoyed	Nelson	His friends	50	25	Bandit	He maintains dominance and fear at the cost of his friends’ wellbeing.
He goes to live with the Simpsons for a time	Nelson	The Simpsons	70	65	Intelligent	Staying with a stable family helps him and enriches the Simpsons’ dynamic.
He bullies/pranks Sherri and Terri to defend Lisa from their teasing	Nelson	Sherri and Terri	60	55	Bandit	He protects Lisa but still harms others via bullying tactics.
He kicks Milhouse through the fence hole to help him sneak in	Nelson	Milhouse	65	70	Intelligent	The kick is rough but functional, enabling Milhouse to join the group.
He pulls the fence back to make it easier for Lisa to crawl through	Nelson	Lisa	75	85	Intelligent	He directly helps Lisa with minimal cost to himself.
He befriends the blind kid Kevin and vows to destroy anyone who bullies him	Nelson	Kevin / potential bullies	80	90	Intelligent	He uses his fearsome reputation to protect Kevin and gains a valued bond.
He tries to comfort Milhouse when his parents divorce	Nelson	Milhouse	65	80	Intelligent	Again he offers empathy at some reputational cost to his tough image.
He tells a butler to stop “buttling himself”	Nelson	Butler	60	45	Bandit	He mocks/annoys the butler for a laugh, with minor benefit to himself.
He puts an owl in a headlock and tells it to stop endangering itself	Nelson	Owl	40	20	Stupid	He risks getting hurt and stresses the animal without any meaningful gain.
He laughs at Lisa so frequently that she says his mocking has lost its power	Nelson	Lisa	55	30	Bandit	Overuse of mockery still bothers her, though it starts losing effectiveness.
He reluctantly agrees that his mocking has lost its power	Nelson	Himself	35	55	Helpless	Realizing his main “weapon” is less effective hurts his status but offers others relief.
He uses “Parent Never Came Back from the Store” as an excuse for his own kids in a flash-forward	Nelson	His kids	50	20	Bandit	Reusing a hurtful abandonment excuse shields him somewhat but passes harm downward.
He smokes and drinks despite being a child (reiterated as troubling behavior)	Nelson	Himself	5	40	Helpless	The behavior remains self-destructive over time.
He helps Lisa understand why bullies pick on nerds in “Bye, Bye, Nerdie”	Nelson	Lisa	70	80	Intelligent	He shares insider knowledge that aids Lisa’s understanding and possibly his own self-awareness.
