Event	Actor	Target	Self-impact score (S)	Other-impact score (O)	Type	Explanation
Bart mobilizes schoolkids into an army to defeat bully Nelson in "Bart the General"	Bart	Nelson	75	80	Intelligent	He risks conflict to reduce bullying and empower victims.
Bart frequently bullies Lisa, though never Maggie	Bart	Lisa	35	30	Bandit	He gains amusement and status at Lisa’s emotional expense.
Bart jeopardizes Homer’s life multiple times in extreme pranks	Bart	Homer	35	5	Bandit	He seeks thrills while seriously endangering his father.
Bart briefly becomes a bully leader in "The Winter of His Content" after helping Nelson	Bart	Other kids	55	30	Bandit	He gains status with bullies at the cost of other kids’ safety.
Bart beats an attacking ostrich with a frying pan, choking it into submission	Bart	Ostrich	65	60	Intelligent	He uses necessary force to protect himself and Homer from harm.
Bart pushes Moe’s buttons via prank calls to achieve comic effect	Bart	Moe	60	25	Bandit	He gains laughs/power while constantly distressing and distracting Moe.
Bart forges paperwork to deport teachers but sends Krabappel to France as a "nice" destination	Bart	Teachers	60	20	Bandit	He enjoys upheaval and relief from school while harming teachers’ lives.
Bart nominates Edna for Teacher of the Year to help her through depression	Bart	Edna Krabappel	80	90	Intelligent	He boosts her morale and career while deepening his own growth.
Bart testifies truthfully to clear Freddie Quimby despite exposing his own truancy	Bart	Freddie Quimby	80	85	Intelligent	He sacrifices his own short‑term welfare to prevent a wrongful conviction.
Bart gets Milhouse put on America’s Most Wanted and repeatedly tips off the FBI	Bart	Milhouse	40	10	Bandit	He enjoys a long‑running prank at severe cost to Milhouse’s safety and peace.
Bart buys Milhouse’s "soul" and later suffers existential distress	Bart	Himself	20	50	Helpless	The prank backfires into deep personal anguish without real benefit.
Milhouse resells Bart’s "soul" to him at an inflated price	Milhouse	Bart	65	20	Bandit	He profits financially at the cost of Bart’s desperation and trust.
Bart steals in "Marge Be Not Proud" and later feels tremendous guilt	Bart	Store	25	40	Helpless	He gains a game briefly but suffers punishment and guilt, while store loses.
Bart manipulates school strike tensions between Skinner and teachers	Bart	School staff	60	20	Bandit	He achieves closure/chaos and attention while hurting education continuity.
Bart raises concern that Lisa spending time with Sideshow Bob is dangerous	Bart	Lisa	70	70	Intelligent	He warns her against a proven threat, protecting both of them.
Bart calls out Lisa’s arrogance toward Nibbles’ care in "Lisa the Veterinarian"	Bart	Lisa	70	60	Intelligent	He attempts to correct her neglect, potentially averting harm.
Bart runs an unlicensed retirement home but actually cares for Homer and others	Bart	Residents	65	75	Intelligent	He illegally fills an institutional gap but clearly improves elder welfare.
Bart scolds Lisa for superior attitude and absenteeism in "Estranger Things"	Bart	Lisa	70	70	Intelligent	He confronts her hypocrisy, leading to better mutual understanding.
Bart immediately regrets causing injury to Mrs. Krabappel (spiked drink getting her fired)	Bart	Mrs. Krabappel	35	30	Bandit	He sought to help her "loosen up" but cost her job and felt remorse.
Bart smothers Homer with dirt when Homer’s back is broken in "Homer of Seville"	Bart	Homer	10	5	Stupid	He severely endangers Homer for slapstick, with no benefit and high risk.
Bart smashes a chair over Homer’s head in another episode	Bart	Homer	15	10	Stupid	An impulsive violent gag harms Homer with no meaningful advantage to Bart.
Bart uses his fake driver’s license to take friends on unsupervised road trip	Bart	Friends’ safety	60	25	Bandit	He gains adventure and status while exposing everyone to legal/physical risk.
Bart agrees to be Cartman’s Dragon to help get Family Guy off the air	Bart	Family Guy creators	55	25	Bandit	He joins a censorship crusade for mischief, threatening others’ livelihood/expression.
Bart has a future where he breaks the cycle of bad parenting and treats his sons better	Bart	His sons	80	85	Intelligent	He improves his own and his children’s lives by conscious behavioral change.
