Event	Actor	Target	Self-impact score (S)	Other-impact score (O)	Type	Explanation
Kitty increasingly uses alcohol to cope with stress	Kitty	Herself / family	25	35	Helpless	Drinking soothes her short term while worsening mental health and family dynamics.
Kelso and Fez chase older housewives at grocery store	Kelso and Fez	Older women	55	20	Bandit	They seek sexual encounters while subjecting women to unwanted attention.
Kitty brings out Hyde’s better qualities	Kitty	Hyde	80	90	Intelligent	Her support helps Hyde grow while deepening her own meaningful relationships.
Kitty mothers teenagers as if her own children	Kitty	Teenagers	78	88	Intelligent	She provides emotional and practical support and gains family-like bonds.
Kitty adopts Hyde after his mother abandons him	Kitty	Hyde	85	95	Intelligent	She takes on major responsibility but gains a loving surrogate son; Hyde gains stability.
Kitty encourages Eric and Donna’s early relationship	Kitty	Eric and Donna	75	80	Intelligent	She nurtures a healthy teen romance, strengthening bonds all around.
Kitty’s support falters after learning Eric and Donna had sex	Kitty	Eric and Donna	40	40	Stupid	Her withdrawal gives her no clear benefit and only strains relationships.
Kitty convinces Eric to reconcile with Donna after rejection	Kitty	Eric and Donna	78	88	Intelligent	She restores a valued relationship, benefiting both Eric and Donna and reaffirming her role.
Kitty and Red obstruct Eric and Donna’s engagement plans	Kitty and Red	Eric and Donna	35	30	Stupid	They strain trust and autonomy of the couple without clear long-term gains shown.
Kitty takes Eric to hospital on career day	Kitty	Eric	70	75	Intelligent	She exposes him to her work life, fostering understanding and career awareness.
Kitty handles corpses and dying people clinically at work	Kitty	Patients / herself	65	80	Intelligent	Her professionalism serves patients and system while helping her function in a hard job.
Kitty turns radio up and sings over Eric’s question about coping	Kitty	Eric	35	25	Stupid	She avoids emotional honesty, leaving herself and Eric with unresolved stress.
Kitty cooks for days after mother-in-law dies	Kitty	Family	45	80	Helpless	She self-soothes through overwork while providing comfort and food to grieving relatives.
Kitty mothers everyone in the gang despite Red’s irritation	Kitty	Gang	78	85	Intelligent	Her care benefits the kids and gives her purpose, even if it annoys Red.
Kitty becomes more controlling and neurotic after menopause	Kitty	Family / gang	35	30	Stupid	Her increased control harms relationships and her own peace with no clear benefit.
Kitty smothers Eric and surrogate kids at times	Kitty	Eric and others	40	35	Stupid	Her overcontrol stresses others and heightens her own anxiety.
Kitty neglects Laurie while smothering Eric	Kitty	Laurie	25	20	Stupid	Uneven attention damages Laurie and worsens Kitty’s guilt and family problems.
Kitty becomes angry with Donna for making out with Randy in Eric’s room	Kitty	Donna	40	30	Stupid	She misdirects anger at Donna, harming that relationship without resolving her real issue with Eric.
Kitty vents anger at Donna due to resentment toward Eric in Africa	Kitty	Donna	30	25	Stupid	Venting at the wrong target hurts Donna and does not help Kitty process feelings.
Kitty fights Gwen and Jay over who hugs Leia first	Kitty	Gwen and Jay	65	70	Intelligent	Her competitiveness is mild and rooted in affection, reinforcing Leia’s sense of being loved.
Kitty expresses big excitement to see Leia in summer	Kitty	Leia	85	90	Intelligent	Her enthusiasm strengthens Leia’s emotional security and gives Kitty joy.
Kitty objects to being called old	Kitty	Commenter	58	50	Bandit	She protects her self-image but slightly pressures others to tiptoe around her age.
Kitty storms out after ranting at Red for blessing Eric’s move	Kitty	Red	38	35	Stupid	Her intense outburst and exit leave both more distressed without solving the conflict.
