Event	Actor	Target	Self-impact score (S)	Other-impact score (O)	Type	Explanation
Darryl changes surname to “Whitefeather” after learning he’s 1/8 Chippewa	Darryl	Darryl / Native identity	45	30	Bandit	He gains a sense of special identity while inappropriately exploiting a culture.
Darryl decorates his office with flea-market “Native” items and asks to be called “Chief”	Darryl	Native people / staff	40	25	Bandit	He indulges in superficial pride while disrespecting a culture and annoying staff.
Darryl, lonely after divorce, is willing to do almost anything to have friends	Darryl	Himself	30	45	Helpless	His desperation risks self-respect and overextension more than it benefits him.
Darryl constantly presses Rebecca to talk about her feelings	Darryl	Rebecca	55	35	Bandit	He feels helpful and engaged but actually aggravates her and drains her patience.
Darryl announces his bisexuality to employees via a song number	Darryl	Office employees	60	40	Bandit	Boosts his self-acceptance and visibility while disrupting workplace focus.
Darryl lovingly parents baby Hebecca	Darryl	Hebecca	85	90	Intelligent	He invests time and affection, strengthening their bond and her wellbeing.
Darryl is hurt to learn White Josh has a “type” he fits	Darryl	Darryl	35	50	Helpless	His insecurity emotionally hurts him without real external benefit or harm.
Darryl is willing to do almost anything to gain friends	Darryl	Others around him	35	45	Helpless	His over-accommodation risks self-harm and only modestly benefits others.
Darryl shaves his mustache, significantly changing his image	Darryl	Darryl	60	55	Intelligent	The change refreshes his appearance and self-presentation with no clear downside.
Darryl falls for White Josh and realizes he’s bisexual	Darryl	Darryl	80	70	Intelligent	Self-discovery brings romance and identity clarity with broad positive impact.
Darryl does not angst about being bi and accepts it comfortably	Darryl	Darryl / others	80	75	Intelligent	His ease reduces stigma for himself and models acceptance to others.
White Josh quickly takes his shirt off when meeting Darryl	White Josh	Darryl	65	60	Intelligent	The flirtatious openness sparks their attraction and eventual relationship.
Darryl breaks up with White Josh because he wants another child and Josh doesn’t	Darryl	Darryl and White Josh	45	35	Stupid	He loses a good relationship and hurts Josh with no guaranteed success in parenting plans.
Darryl chooses single parenthood after breakup	Darryl	Future child / himself	70	60	Intelligent	He pursues his parenting goal in a way that can work for him and benefit a child.
Darryl admits to Maya that he’s been a dick because she reminds him of himself	Darryl	Maya	75	75	Intelligent	Vulnerability repairs their rapport and supports mutual growth.
Darryl’s persistent niceness to Maya evolves into strong friendship	Darryl	Maya	80	85	Intelligent	Kindness yields a loyal ally and emotionally supportive friendship for both.
Darryl firmly rejects “no bisexuals” stereotypes in “Getting Bi”	Darryl	Audience / coworkers	75	80	Intelligent	He affirms his identity and educates others, reducing harmful misconceptions.
Darryl expresses pride in being one-eighth Chippewa despite no real connection	Darryl	Native culture	45	30	Bandit	He gains ego-boosting uniqueness while trivializing a culture he doesn’t engage with.
Darryl legally changes his last name to “Whitefeather”	Darryl	Native culture / colleagues	40	25	Bandit	He cements an appropriative identity that flatters him but misrepresents heritage.
Darryl threatens to kill Josh after hearing of Rebecca’s suicide attempt	Darryl	Josh	20	20	Stupid	He vents violent anger that could create conflict without helping Rebecca.
Darryl immediately panics and screams “What’s wrong with my daughter?” when called about Hebecca	Darryl	Hebecca / White Josh	65	60	Intelligent	His intense concern prompts urgent attention and shows protective commitment.
Darryl takes Nathaniel under his wing as a parental substitute	Darryl	Nathaniel	75	80	Intelligent	He mentors Nathaniel, helping him relax and gaining a meaningful bond.
Darryl embraces “Weekend Tuesday” with hats and drinks but makes staff keep working	Darryl	Office employees	55	40	Bandit	He brands himself as fun while imposing a confusing, not-actually-relaxing event.
Darryl refuses Bill’s request to go home for Weekend Tuesday and sends him back to work with a sombrero	Darryl	Bill	50	35	Bandit	He keeps productivity while undermining the supposed perk and mildly humiliating Bill.
Darryl indulges his sweet tooth despite office health concerns	Darryl	Himself	40	55	Helpless	His candy habit harms his health while giving only small, short-term pleasure.
Darryl has a meltdown when Nathaniel bans sweets from the office	Darryl	Colleagues	35	30	Stupid	His overreaction embarrasses him and disrupts others with no constructive outcome.
Darryl allows Rebecca to take hormones to get her eggs without doctor’s advice	Darryl	Rebecca	35	20	Stupid	His permissiveness indirectly helps trigger her harmful, spiraling decisions.
