Event	Actor	Target	Self-impact score (S)	Other-impact score (O)	Type	Explanation
Warns Ross not to let drunk Rachel drink more	Joey	Ross and Rachel	65	85	Intelligent	Prioritizes Rachel’s safety and consent over a sexual opportunity.
Eats a whole Thanksgiving turkey plus dessert	Joey	Himself / hosts	70	55	Intelligent	Gets what he loves (food) and pleases hosts who want it eaten.
Volunteers to eat all dishes at Phoebe’s birthday dinner	Joey	Friends	70	70	Intelligent	Enjoys extra food while preventing waste and covering for others’ absence.
Eats everyone’s portions of Rachel’s ruined trifle	Joey	Friends	60	75	Intelligent	Takes on gross dish so others can claim they ate it and save Rachel’s feelings.
Participates in fertility study for money	Joey	Clinic	70	80	Intelligent	Earns income while assisting medical research.
Tries to cheat twin experiment with a fake twin	Joey	Researchers	40	25	Stupid	Risks losing income and credibility while wasting researchers’ time.
Reads encyclopedia volume “V” to learn cheaply	Joey	Himself	65	60	Intelligent	Gains knowledge and conversational ability for minimal cost.
Builds entertainment center skillfully but too big	Joey	Chandler	45	40	Stupid	Shows craft talent yet end product is impractical and hazardous.
Nearly drills into Chandler’s head	Joey	Chandler	30	5	Stupid	Endangers friend and apartment structure without any real benefit.
Successfully fixes Monica’s bathroom tiles	Joey	Monica	70	80	Intelligent	Uses handy skills to produce work Monica loves and gains her praise.
Turns off broken radiator when no one else can	Joey	Friends in apartment	75	80	Intelligent	Uses practical know-how to solve a comfort and safety problem for all.
Relieves stress by cooking spaghetti sauce	Joey	Himself / friends	70	70	Intelligent	Finds healthy coping mechanism that also feeds others.
Gives consistently good relationship advice	Joey	Friends	65	85	Intelligent	Helps friends’ romantic lives while modestly boosting his own esteem.
Offers simple wisdom about “does he like you?”	Joey	Rachel	65	85	Intelligent	Clarifies Rachel’s dilemma and steers her away from doomed pursuit.
Calls out friends for being in café at 11:30 Wednesday	Joey	Friends	60	75	Intelligent	Points out career-damaging behavior, prompting self-awareness.
Refuses to share his food, even with dates	Joey	Dates / Emma	70	35	Bandit	Safeguards his enjoyment but damages relationships and fairness norms.
Gets angry at Emma for reaching for his grapes	Joey	Emma	50	25	Bandit	Minorly protects snack while needlessly scolding a baby.
Volunteers to get a job so Monica can fire him	Joey	Monica	40	80	Helpless	Sacrifices his own employment prospects to bolster Monica’s authority.
Tracks down “David Lynn” to threaten him for pregnancy	Joey	(Imagined) father	65	70	Intelligent	Acts as enforcer to secure responsibility from a runaway dad.
Removes Emma from Monica/Chandler’s unlocked apartment	Joey	Emma	75	85	Intelligent	Protects baby from both sexual inappropriateness nearby and kidnapping risk.
Serves as father-figure at Phoebe’s wedding	Joey	Phoebe	70	90	Intelligent	Gains emotional fulfillment while giving Phoebe meaningful parental support.
Helps hide Chandler and Monica’s relationship	Joey	Chandler and Monica	60	75	Intelligent	Loses some comfort but protects friends’ privacy and happiness.
Officiates Chandler and Monica’s wedding	Joey	Chandler and Monica	80	90	Intelligent	Gains honor and deepens friendship while giving them a heartfelt ceremony.
Acts as strong advocate for Chandler/Monica staying together	Joey	Chandler	70	85	Intelligent	Strengthens friends’ relationship and affirms his bond with them.
Offers to step back hypothetically so a woman can save her marriage	Joey	Chandler’s girlfriend’s family	60	80	Intelligent	States he’d sacrifice his own romance for a child’s intact family.
Gets outraged at Phoebe’s friend taking his fries	Joey	Sarah	55	30	Bandit	Protects his enjoyment but harms social harmony over trivial food.
Eats Sarah’s dessert while she’s on a call	Joey	Sarah	65	20	Bandit	Gains extra dessert but clearly mistreats her and her expectations.
Gets furious when Chandler kisses his girlfriend Kathy	Joey	Chandler	40	40	Stupid	Emotional reaction strains key friendship without improving his situation.
Ghosts women after sleeping with them	Joey	Various partners	60	25	Bandit	Protects his freedom while leaving partners hurt or devalued.
Gets annoyed when one-night stand doesn’t remember him	Joey	Former hookup	50	45	Stupid	Feels insulted without any compensating benefit or change.
Becomes a test subject “between acting jobs”	Joey	Research institutions	70	80	Intelligent	Earns needed money while contributing to studies.
Joins hospital soap “Days of Our Lives” as Drake	Joey	Audience / producers	80	80	Intelligent	Gets a major role and income while entertaining viewers.
Sleeps with casting director to get role	Joey	Casting director	70	40	Bandit	Gains a big break through a power-skewed exchange that undermines merit.
Refuses to audition for Drake’s twin, insisting on automatic casting	Joey	Producers	35	35	Stupid	Loses a strong chance at a role out of pride and entitlement.
Denies a small movie role because he sees himself as above it	Joey	Movie producers	30	40	Helpless	Rejects paying work and exposure for ego, helping others cast someone else.
Persists in believing shady movie is his big break	Joey	Himself	30	50	Helpless	Wastes time and hope on a bad project without aiding others.
Lies on résumé about French, dancing, etc.	Joey	Employers	60	25	Bandit	Occasionally lands auditions/jobs by deceiving and inconveniencing others.
Tries to drink a gallon of milk in 10 seconds	Joey	Himself	20	50	Helpless	Risks making himself ill for a pointless “skill” no one benefits from.
Appears in porn film for money but doesn’t have sex	Joey	Production	65	60	Intelligent	Earns income and comic pride while providing the product they want.
Proudly watches his own porn role with friends	Joey	Friends	70	60	Intelligent	Boosts his ego and entertains the group in a shared joke.
Refuses drunk sex and draws line at non-consensual acts	Joey	Potential partners	70	85	Intelligent	Foregoes some opportunities to ensure others’ safety and consent.
Is horrified by Monica/Chandler having sex near Emma	Joey	Emma	60	80	Intelligent	Protects infant and pressures friends to behave more responsibly.
Is upset by his dad having a mistress	Joey	Joey’s dad	45	55	Helpless	Personal distress pushes toward higher family ethics with no real gain to him.
Attracts women with “How you doin’?” line	Joey	Women he approaches	80	70	Intelligent	Simple opener yields many mutual flings with generally happy partners.
Forgets or ignores many one-night stands’ names	Joey	Past partners	65	30	Bandit	Maintains emotional distance and simplicity at cost of others feeling disposable.
Gets Cabbage Patch Kids and preschool-level entertainments	Joey	Himself	55	55	Intelligent	Engages harmless comforts that make him happy without hurting others.
Thinks Netherlands is where Peter Pan lives	Joey	Conversation partners	45	50	Helpless	Reveals ignorance and lowers his credibility without meaningful external effect.
Goes to bank to change dollars into “Vermont money”	Joey	Bank staff	40	60	Helpless	Wastes his own time and pride but gives staff an amusing story.
Tries to get Gunther to ban porn-talking customer	Joey	Other customer	60	70	Intelligent	Attempts to protect Phoebe’s dignity and café environment.
Immediately changes stance and joins in when it’s Ursula in porn	Joey	Ursula	65	35	Bandit	Switches to self-serving voyeurism, undermining earlier protective stance.
Threatens to “track down and kick ass” of Phoebe’s supposed deserter	Joey	Supposed father	60	70	Intelligent	Uses his reputation for violence to defend a pregnant friend.
Becomes protective Papa Wolf toward friends’ kids	Joey	Friends’ children	75	85	Intelligent	Regularly safeguards children with little personal downside.
Buys and cherishes Huggsy as an adult comfort toy	Joey	Himself	70	60	Intelligent	Improves his own emotional comfort; others usually just find it endearing.
Names his recliner Rosita and treats it as special	Joey	Himself	65	60	Intelligent	Attaches sentimental value to an object that relaxes and entertains him.
Cooks naked at home sometimes	Joey	Himself	55	50	Helpless	Enjoys freedom while risking burns or accidental embarrassment without helping anyone.
Sleeps in the nude and sometimes forgets to dress before exiting room	Joey	Roommates	45	45	Stupid	Risks personal embarrassment and awkwardness for others with no benefit.
Uses girl-on-girl fantasies and suggests “girl-on-girl is hot”	Joey	Himself / women discussed	60	40	Bandit	Derives extra arousal while reducing women to a voyeuristic fantasy.
Deflowers an intern on his show’s set	Joey	Intern	65	35	Bandit	Gains pleasure but exploits a power imbalance and potentially harms her reputation.
Constantly mooches off Chandler for rent and acting classes	Joey	Chandler	65	25	Bandit	Improves his lifestyle and career chances at significant cost to Chandler.
Defends friends when lied to or misleads are exposed	Joey	Himself / friends	60	75	Intelligent	Insists on honesty, which strengthens relationships despite personal hurt.
