Event	Actor	Target	Self-impact score (S)	Other-impact score (O)	Type	Explanation
Uses food as bribe/leverage with the group	Shirley	Study group	60	35	Bandit	Her cooking gains loyalty and influence while subtly pressuring others’ choices.
Builds and runs “Shirley’s Sandwiches” business	Shirley	Shirley & customers	75	70	Intelligent	Entrepreneurship advances her goals and offers value to customers and community.
Runs the sandwich shop at a loss until it fails	Shirley	Shirley & Andre	20	40	Helpless	She sacrifices time and money pursuing the business while providing some service but ultimately losing her marriage and kids.
Agrees to remarry Andre the second time admitting fault	Shirley	Andre	70	80	Intelligent	Her accountability and renewed commitment benefit both her and Andre emotionally and practically.
Leaves Greendale to care for her sick father	Shirley	Shirley’s father	65	85	Intelligent	She sacrifices campus life and perhaps career momentum to provide crucial family care.
Represses rage under a smiling exterior	Shirley	Shirley	35	45	Helpless	Suppressing anger preserves her image but harms her mental health and indirectly strains relationships.
Uses “mom voice” to shut down immoral or unsafe behavior	Shirley	Study group	70	75	Intelligent	She asserts control in ways that protect the group and reinforce her authority with low cost.
Acts as Team Mom bringing food and caretaking “whether they want it or not”	Shirley	Study group	70	75	Intelligent	Her labor and support benefit her sense of purpose and the group’s wellbeing, even if sometimes overbearing.
Uses “Playing the Family Card” to win arguments	Shirley	Study group	60	35	Bandit	She secures help and deference through invoking motherhood, but it manipulates others’ feelings.
Works excessively across school, parenting, and business responsibilities	Shirley	Shirley	55	65	Helpless	Hard work supports others and her reputation but significantly exhausts and strains her.
